"Abstract","Application","Comparison","Complement","Country","DOI/PMID/Link","First Author","ID","Journal","Last Author","Model","Other Authors","Primary Topic","Publish Year","Rank","Secondary Topic","Tertiary Topic","Title","Vehicle","pH"
"Hydrogen-rich water bath devices are commercially available, but have been scarcely clarified for heat-retention effects. In this study, heat-retention effects of hydrogen-rich water bath were assessed by thermographic clinical trials, which employed twenty-four healthy subjects. The thermograms indicated that, under the same conditions (41 °C, 10-min bathing), hydrogen-rich water bath (hydrogen concentrations: 185-548 μg/L; oxidation-reduction potentials: -167 to -91 mV, versus 0.8 μg/L and +479 mV for normal bath, respectively) brought about the heat-retention being more marked than those of normal water bath for several body-parts in the order as follows: abdomen > upper legs > arms > hands > feet, for 30- and 60-min post-bathing, being in contrast to scarce heat-retention for head, armpits and lower legs. Then, as reflection to promotive effects on blood stream, we also examined the thickness of fingertip-capillary in hands. The thickness was expanded in the hydrogen-rich water bath more markedly than that in the normal water bath, suggesting that the hydrogen-rich water bath may have the hydrogen-based promotive effect, exceeding over mere heat retention-based effects, on blood circulation of the whole body. Meanwhile, the heat-retention in hydrogen-rich water bath weakly or moderately correlated with contents of the subcutaneous fat, whole body fat and body mass index, and inversely correlated with skeletal muscle rates, although their correlation degrees did not obviously exceed over normal water bath, with a poor relation with the basal metabolism rate. Thus, the hydrogen-rich water bath was suggested to exert heat-retention effects exceeding over normal water bath, in diverse body-parts such as abdomen, upper legs, arms and hands, via promotion to blood flow which was reflected by expanding the thickness of capillary. The heat-retention after bathing can be noted as effects of the hydrogen-rich water bath, which is applicable for most of people widespread regardless of their body composition index.","Bath","","","Japan","10.1016/j.jtherbio.2020.102805","Kato, Shinya","13","Journal of Thermal Biology","Miwa, Nobuhiko","Human","Takada, Yuki","Whole Body","2021","Positive","Stress Resilience","Heat Retention","Heat-retention effects of hydrogen-rich water bath assessed by thermography for humans","Water (Electrolysis)","Neutral"
"The incidence of dry eye disease is increasing worldwide because of the aging population and increasing use of information technology. Dry eye disease manifests as tear-layer instability and inflammation caused by osmotic hypersensitization in tear fluids; however, to our knowledge, no agent that treats both pathologies simultaneously is available. Molecular hydrogen (H2) is known to be effective against various diseases; therefore, we aimed to elucidate the effects of H2 on tear dynamics and the treatment of dry eye disease. We revealed that administering a persistent H2-generating supplement increased the human exhaled H2 concentration (p < 0.01) and improved tear stability (p < 0.01) and dry eye symptoms (p < 0.05) significantly. Furthermore, H2 significantly increased tear secretion in healthy mice (p < 0.05) and significantly suppressed tear reduction in a murine dry eye model (p = 0.007). H2 significantly and safely improved tear stability and dry eye symptoms in a small exploratory group of 10 human subjects, a subset of whom reported dry eye symptoms prior to treatment. Furthermore, it increased tear secretion rapidly in normal mice. Therefore, H2 may be a safe and effective new treatment for dry eye disease and thus larger trials are warranted.","Ingestion","","","Japan","10.1038/s41598-021-85895-y","Kubota, Miyuki","14","Nature Scientific Reports","Tsubota, Kazuo","Human","Kawashima, Motoko; Inoue, Sachiko; Imada, Toshihiro; Nakamura, Shigeru; Kubota, Shunsuke; Watanabe, Mitsuhiro; Takemura, Ryo","Eye","2021","Positive","Dry Eye","Inflammation","Randomized, crossover clinical efficacy trial in humans and mice on tear secretion promotion and lacrimal gland protection by molecular hydrogen","Gas (Sustained Release)","N/A"
"Endotoxin-induced lung injury is one of the major causes of death induced by endotoxemia, however, few effective therapeutic options exist. Hydrogen inhalation has recently been shown to be an effective treatment for inflammatory lung injury, but the underlying mechanism is unknown. In the current study we aim to investigate how hydrogen attenuates endotoxin-induced lung injury and provide reference values for the clinical application of hydrogen. LPS was used to establish an endotoxin-induced lung injury mouse model. The survival rate and pulmonary pathologic changes were evaluated. THP-1 and HUVECC cells were cultured in vitro. The thioredoxin 1 (Trx1) inhibitor was used to evaluate the anti-inflammatory effects of hydrogen. Hydrogen significantly improved the survival rate of mice, reduced pulmonary edema and hemorrhage, infiltration of neutrophils, and IL-6 secretion. Inhalation of hydrogen decreased tissue factor (TF) expression and MMP-9 activity, while Trx1 expression was increased in the lungs and serum of endotoxemia mice. LPS-stimulated THP-1 and HUVEC-C cells in vitro and showed that hydrogen decreases TF expression and MMP-9 activity, which were abolished by the Trx1 inhibitor, PX12. Hydrogen attenuates endotoxin-induced lung injury by decreasing TF expression and MMP-9 activity via activating Trx1. Targeting Trx1 by hydrogen may be a potential treatment for endotoxin-induced lung injury.","Inhalation","","","China","10.3389/fimmu.2021.625957","Li, Qian","16","Frontiers in Immunology","Liu, Wen-Tao","Mouse","Hu, Liang; Li, Juan; Yu, Pan; Hu, Fan; Wan, Bing; Xu, Miaomiao; Cheng, Huixian; Yu, Wanyou; Jiang, Liping; Shi, Yadan; Li, Jincan; Duan, Manlin; Long, Yun","Lung","2021","Positive","Lung Injury","Endotoxemia","Hydrogen Attenuates Endotoxin-Induced Lung Injury by Activating Thioredoxin 1 and Decreasing Tissue Factor Expression","Gas","N/A"
"The development and maintenance of morphine tolerance showed association with neuroinflammation and dysfunction of central glutamatergic system (such as nitration of glutamate transporter). Recent evidence indicated that hydrogen could reduce the levels of neuroinflammation and oxidative stress, but its role in morphine tolerance has not been studied. The rats were intrathecally administered with morphine (10 µg/10 µl each time, twice/day for 5 days). Hydrogen enriched saline (HS) or saline was given intraperitoneally at 1, 3 and 10 ml/kg for 10 min before each dose of morphine administration. The tail-flick latency, mechanical threshold and thermal latency were assessed one day (baseline) before and daily for up to 5 days during morphine injection. The pro-inflammatory cytokine expressions [tumor necrosis factor-alpha (TNF-α), interleukin-1β (IL-1β), IL-6)] (by western blotting), astrocyte activation (by immunofluorescence and western blotting), and nitration of glutamate transporter-1 (GLT-1) and glutamine synthetase (GS) (by immunoprecipitation), membrane and total expression of N-methyl-D-aspartic acid (NMDA) receptor NR1 and NR2B subunits were carried out in the spinal dorsal horns. Chronic morphine administration induced antinociceptive tolerance, and together led to increased TNF-α, IL-1β and IL-6 expression, astrocyte activation, GLT-1 and GS nitration, increased membrane and total NR1, NR2B expression. Injection of HS attenuated morphine tolerance in a dose-dependent manner, decreased proinflammatory cytokine expression, inhibited astrocyte activation, decreased GLT-1 and GS nitration, and inhibited membrane trafficking of NMDA receptor. Our result showed that hydrogen pretreatment prevented morphine tolerance by reducing neuroinflammation, GLT-1, GS nitration, NMDA receptor trafficking in the spinal dorsal horn. Pretreatment with hydrogen might be considered as a novel therapeutic strategy for the prevention of morphine tolerance.","Injection","","","China","10.1016/j.neulet.2021.135847","Li, Qing","17","Neuroscience Letters","Yu, Yonghao","Rat","Zhang, Haifang; Jia, Zhen; Zhang, Linlin; Li, Yize; Xu, Rubin; Wang, Chunyan","Brain","2021","Positive","Addiction","Drug Toxicity (Morphine)","Hydrogen enriched saline alleviates morphine tolerance via inhibiting neuroinflammation, GLT-1, GS nitration and NMDA receptor trafficking and functioning in the spinal cord of rats","Saline (Dissolved)","Neutral"
"Nonalcoholic steatohepatitis (NASH) could progress to hepatic fibrosis when absence of effective control. The purpose of our experiment was to investigate the protective effect of drinking water with high concentration of hydrogen in our study named hydrogen rich water (HRW) on mice with non-alcoholic fatty liver disease to elucidate the mechanism underlying the molecular hydrogen therapeutic action. The choline-supplemented, L-amino acid-defined (CSAA) or choline-deficient, L-amino acid-defined (CDAA) diet for 20 weeks were used to induce NASH and fibrosis in the mice model and simultaneously treated with HRW for different periods of time. Primary hepatocytes were stimulated by palmitate in order to mimic a liver lipid metabolism during fatty liver formation. Mice in the CSAA + HRW group had lower serum levels of ALT and AST and milder histological damage. The inflammatory cytokines were expressed at lower levels in the HRW group than in the CSAA group. Importantly, HRW reversed hepatocyte apoptosis as well as hepatic inflammation and fibrosis in pre-existing hepatic fibrosis specimens. Molecular hydrogen inhibits the lipopolysaccharide-induced production of inflammation cytokines through an HO-1/IL-10-independent pathway. Furthermore, HRW improved hepatic steatosis in the CSAA + HRW group. Sirt1 induction by molecular hydrogen via the HO-1/AMPK/PPARα/PPARγ pathway suppresses palmitate-mediated abnormal fat metabolism. Orally administered HRW suppressed steatosis induced by CSAA and attenuated fibrosis induced by CDAA, possibly by reducing oxidative stress and the inflammation response.","Ingestion","","","China","10.1152/ajpgi.00158.2020","Li, Shao-Wei","18","American Journal of Physiology: Gastrointestinal and Liver Physiology","Li, Xiao-Kang","Mouse","Takahara, Terumi; Que, Weitao; Fujino, Masayuki; Guo, Wen-Zhi; Hirano, Shin-Ichi; Ye, Li-Ping","Liver","2021","Positive","Non-Alcoholic Steatohepatitis (NASH)","Oxidative Stress","Hydrogen-rich water protects liver injury in nonalcoholic steatohepatitis though HO-1 enhancement via IL-10 and Sirt 1 signaling","Water (Electrolysis)","Neutral"
"Molecular hydrogen (MH) reportedly exerts therapeutic effects against inflammatory diseases as a suppressor of free radical chain reactions. Here, the cardiovascular protective effects of the intake of molecular hydrogen water (MHW) were investigated using high-fat diet-induced obesity (DIO) mice. MHW was prepared using supplier sticks and degassed water as control. MHW intake for 2 weeks did not improve blood sugar or body weight but decreased heart weight in DIO mice. Moreover, MHW intake improved cardiac hypertrophy, shortened the width of cardiomyocytes, dilated the capillaries and arterioles, activated myocardial eNOS-Ser-1177 phosphorylation, and restored left ventricular function in DIO mice. MHW intake promoted the histological conversion of hypertrophy to hyperplasia in white and brown adipose tissues (WAT and BAT) with the upregulation of thermogenic and cardiovascular protective genes in BAT (i.e., Ucp-1, Vegf-a, and eNos). Furthermore, the results of a colony formation assay of bone-marrow-derived endothelial progenitor cells (EPCs) indicated that MHW activated the expansion, differentiation, and mobilization of EPCs to maintain vascular homeostasis. These findings indicate that the intake of MHW exerts cardiovascular protective effects in DIO mice. Hence, drinking MHW is a potential prophylactic strategy against cardiovascular disorders in metabolic syndrome.","Ingestion","","","Japan","10.3390/biology10050364","Masuda, Haruchika","21","Biology","Asahara, Takayuki","Mouse","Sato, Atsuko; Miyata, Kumiko; Shizuno, Tomoko; Oyamada, Akira; Ishiwata, Kazuo; Nakagawa, Yoshihiro","Heart","2021","Positive","Metabolic Syndrome","Cardiac Hypertrophy","Drinking Molecular Hydrogen Water Is Beneficial to Cardiovascular Function in Diet-Induced Obesity Mice","Water (Mg-Chemico)","Alkaline"
"In clinical kidney transplantation, the marginal kidney donors are known to develop chronic allograft rejection more frequently than living kidney donors. In our previous study, we have reported that the hydrogen gas-containing organ preservation solution prevented the development of acute injuries in the kidney of the donor after cardiac death by using preclinical miniature pig model. In the present study, we verified the impact of hydrogen gas treatment in transplantation with the optimal immunosuppressive protocol based on human clinical setting by using the miniature pig model. Marginal kidney processed by hydrogen gas-containing preservation solution has been engrafted for long-term (longer than 100 days). A few cases showed chronic rejection reaction; however, most were found to be free of chronic rejection such as graft tissue fibrosis or renal vasculitis. We concluded that marginal kidney graft from donor after cardiac death is an acceptable model for chronic rejection and that if the transplantation is carried out using a strict immunosuppressive protocol, chronic rejection may be alleviated even with the marginal kidney.","Immersion","","","Japan","10.3389/fimmu.2020.626295","Nishi, Kotaro","24","Frontiers in Immunology","Kobayashi, Eiji","Pig","Iwai, Satomi; Tajima, Kazuki; Okano, Shozo; Sano, Motoaki","Kidney","2021","Positive","Surgery/Transplantation","Transplantation/Graft Injury","Prevention of Chronic Rejection of Marginal Kidney Graft by Using a Hydrogen Gas-Containing Preservation Solution and Adequate Immunosuppression in a Miniature Pig Model","Solution (Dissolved)","Neutral"
"Objective - to find out the possibility of using molecular hydrogen in the correction of no-reflow syndrome in the polyuric stage of acute kidney injury 72 hours after the administration of mercuric chloride in rats on a hyposodium diet. The experiments were performed on 60 male white non-linear sexually mature rats weighing 0.16-0.18 kg to study the effect of water loading with saturation with molecular hydrogen. Sublimate nephropathy was modeled under conditions of a hyposodium diet by subcutaneous injection of 0.1% mercury dichloride solution at a dosage of 5 mg/kg with a study after 72 hours, which corresponded to the early polyuric stage of acute kidney injury and the development of no-reflow syndrome. To saturate the water with molecular hydrogen at a concentration of 1.2 ppm and a redox potential from -100 to -350 mV, a new generation H2 generator Blue Water 900 (Korea) was used, containing an improved proton-exchange membrane PEM/SPE. Used: pathophysiological, biochemical, functional, chemiluminescent, statistical research methods. The antioxidant effect of loading with water with saturation with molecular hydrogen leads to a decrease in the loss of sodium ions due to an improvement in its reabsorption and β2-microglobulin in the proximal tubule, a decrease in lipid peroxidation in the renal cortex was noted, the degree of its damage by an increase in the K+/Na+ ratio and a decrease in degree of edema. Improvement in the condition of the proximal nephron led to an increase in total, enzymatic fibrinolytic activity in the renal cortex. The increase in the activity of succinate dehydrogenase in the renal cortex is due to an increase in the delivery of electrons due to the negative redox potential and the selective antioxidant effect of molecular hydrogen. The anti-edema effect of molecular hydrogen was revealed at the level of 7 layers of the kidney. During the formation of the no-reflow syndrome in rats on a low-sodium diet 72 hours after the introduction of mercuric chloride, the possibility of breaking large and small vicious circles with an antioxidant solution of H2 was shown due to its high permeability and the ability to neutralize the hydroxyl radical and peroxynitrite.","Injection","","","Ukraine","33814411","Rohovyi, Yu.","25","Georgian Medical News","Kolesnik, O.","Rat","Tsitrin, V.; Arkchipova, L.; Bilookyi, V.","Kidney","2021","Positive","Kidney Failure","No-Reflow Syndrome","THE USE OF MOLECULAR HYDROGEN IN CORRECTION OF NO-REFLOW SYNDROME IN THE POLYURIC STAGE OF SUBLIMATE NEPHROPATHY","Water (Electrolysis)","Neutral"
"Many studies have shown that redox regulation is an effective therapeutic strategy for different types of cancer. We have previously demonstrated that combined treatment with dissolved hydrogen molecule (H2) and platinum nanocolloid (Pt-nc) has carcinostatic effects and that increased intracellular reactive oxygen species (ROS) levels were closely associated with carcinostatic effects in Ehrlich mouse ascites tumor cells. However, it is unknown whether combined treatment-induced ROS generation can occur in human cancer cells. Therefore, this study aimed to examine the carcinostatic effect of the combined treatment in human cells and investigate the relationship between treatment efficacy and ROS generation. H2 and Pt-nc treatment could exert cytostatic action by inhibiting the growth of human promyelocytic leukemia HL60 and human gastric adenocarcinoma-derived NUGC-4 cells; however, no effect was observed in normal human embryo fibroblast OUMS-36 cells by the temporary exposure. These findings indicate that combined treatment with H2 and Pt-nc may act selectively in tumor cells compared with normal cells. Additionally, combined treatment with H2 and Pt-nc resulted in an approximately 200-fold increase in intracellular ROS levels compared with the control, whereas the suppressive effect of tumor cell growth was abrogated entirely by catalase treatment in NUGC-4 cells. Furthermore, combined treatment with H2 and Pt-nc induced hydrogen peroxide generation, cellular morphological changes, cell death, and a decline in DNA synthesis-positive cells. In conclusion, combined treatment with H2 and Pt-nc can induce carcinostatic/carcinocidal effects through intracellular ROS increase, morphological changes, cell death, and DNA synthesis suppression in the human tumor cell line.","Culture Media","","Platinum","Japan","10.1080/10715762.2021.1902514","Saitoh, Yasukazu","27","Free Radical Research","Ikeshima, Minoru","Cell Culture","Kawasaki, Naho; Eguchi, Natsumi","Whole Body","2021","Positive","Cancer","Oncogenesis","Combined treatment with dissolved hydrogen molecule and platinum nanocolloid exerts carcinostatic/carcinocidal effects by increasing hydrogen peroxide generation and cell death in the human gastric cancer cell line NUGC-4","Medium (Dissolved)","Neutral"
"Oxidative stress and inflammation are closely related to atherosclerotic cardiovascular disease. It is established that hydrogen has significant protective effects on many diseases as a potential antioxidative and anti-inflammatory agent. The purpose of this study is to evaluate the effect of hydrogen on unstable angina in vitro and in vivo. An atherosclerosis model in vitro was constructed by ox-LDL-induced injury of human umbilical vein endothelial cells and in vitro testing indicated hydrogen inhibited ox-LDL-induced oxidative stress and inflammatory response by down-regulating LOX-1/NF-kB signaling pathway. Subsequently, the attenuating effect of hydrogen-rich water intake on unstable angina was further confirmed in clinic. Forty hospitalized subjects with unstable angina were enrolled and consumed either 1000-1200 mL/d hydrogen-rich water or the same amount of placebo pure water in addition to conventional drugs for three months. Clinical analysis showed hydrogen-rich water intake relieved angina symptoms in unstable angina patients. Serum analysis showed that hydrogen-rich water addition resulted in more effective reductions of total-cholesterol, low-density lipoprotein-cholesterol, and apolipoprotein B levels compared with conventional treatment. These results support that hydrogen as adjuvant treatment has a beneficial effect on unstable angina.","Ingestion","","","China","10.1177/15353702211009138","Si, Yanhong","28","Experimental Biology and Medicine","Qin, Shucun","Human","Tian, Hua; Dong, Bingqing; Zhang, Ying; Wen, Yuanyuan; Jia, Xiubin; Li, Ying; Zhang, Aihua","Heart","2021","Positive","Atherosclerosis","Unstable Angina","Effects of hydrogen as adjuvant treatment for unstable angina","Water (Dissolved)","Neutral"
"The aim of this study was to examine the acid-electrolyzed functional water (FW)-mediated cytokine release in an oral squamous cell carcinoma-derived cell line (OSCC) following treatment with FW. FW is generated by the electrolysis of a sodium chloride solution and accelerate the burn wound healing. To elucidate the underlying mechanisms, the cytokine/chemokine secretion profile of HSC3 cells was examined using a cytokine array. FW treatment significantly induced interleukin (IL)-1α secretion, which was confirmed by enzyme-linked immunosorbent assay. Subsequently, the HSC3 cells were pre-treated with cycloheximide (CHX) for 1 h prior to FW stimulation to determine whether the augmented IL-1α secretion was due to enhanced protein synthesis. CHX pre-treatment did not affect IL-1α secretion suggesting that the secreted IL-1α might have been derived from intracellular storage sites. The amount of IL-1α in the cell lysate of the FW-treated HSC3 cells was significantly lower than that of the non-treated cells. Immunofluorescence staining using a polyclonal antibody against full-length IL-1α revealed a drastic reduction in IL-1α inside the FW- treated cells. IL-1α is synthesized in its precursor form (pIL-1α) and cleaved to produce pro-piece and mature IL-1α (ppIL-1α and mIL-1α) inside the cells. In the present study, only pIL-1α was detected within the HSC3 cells in its resting state. However, FW stimulation resulted in the release of the 33 kDa and two other smaller forms (about 19 kDa) of the protein. These results indicates that FW treatment induces IL-1α secretion, a typical alarmin, from the intracellular storage in OSCC cells.","Culture Media","","","Japan","10.7150/ijms.53999","Takemoto, Tomoko","29","International Journal of Medical Sciences","Motoyoshi, Mitsuru","Cell Culture","Kaetsu, Ryo; Hanayama, Machiko; Ishiyama, Yuuichi; Sadamura, Masayuki; Nishio, Kensuke; Tsunoda, Mariko; Asano, Masatake","Mouth","2021","Positive","Cancer","Novel Therapy","Acid-electrolyzed functional water-induces Interleukin-1α release from Intracellular Storage Sites in Oral Squamous Cell Carcinoma","Water (Electrolysis)","Acidic"
"Background: The aim of this study was to investigate the mechanism of hydrogen gas on hind limb IR injury. Methods: Male C57BL/6 mice were randomly divided into three groups: sham group (Sham), ischemia-reperfusion group (IR), IR plus H2 inhalation group (IR + H2). IR was induced by interrupting hind limb blood flow for 3h, followed by 4h of reperfusion, and H2 was administered by inhalation throughout the reperfusion process. Our data show that H2 inhalation could significantly decrease the infarct-affected tissue volume (P < 0.05), attenuate the degree of morphological injury (P < 0.05), and suppress the level of oxidative stress damage (P < 0.05), compared with the IR group. In exploring the underlying mechanisms, we found that hydrogen could markedly mitigate the degree of IR-induced ER stress and apoptosis (P < 0.05). Additionally, hydrogen could markedly inhibit the IR injury by modulating the phosphorylated c-Jun N-terminal kinase (JNK) signaling pathway (P < 0.05). Conclusions: Taken together, these results revealed the protective effect of hydrogen gas on hind limb ischemia reperfusion injury on mice by attenuating oxidative stress, impairing ER stress and apoptosis, and its ability to modulate JNK signaling pathway. Keywords: ER stress; Hydrogen gas; Ischemia reperfusion injury; JNK pathway; Oxidative stress.","Inhalation","","","China","10.1016/j.jss.2021.03.046","Tong, Jian","32","Journal of Surgical Research","Meng, Jia","Mouse","Zhang, Yu; Yu, Pan; Liu, Jie; Mei, XiaoLiang","Muscle","2021","Positive","Surgery/Transplantation","Ischemia-Reperfusion (I/R) Injury","Protective Effect of Hydrogen Gas on Mice Hind Limb Ischemia-Reperfusion Injury","Gas","N/A"
